relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
7,2,1400000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6.0,1,True
6,2,650000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0,1,False
5,3,9700000,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.0,1,False
6,1,15000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,True
18,4,38764000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,True
8,2,20750000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,True
4,2,1020000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,True
6,1,13000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,False
8,2,14700000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,True
19,4,33000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.3333,1,True
5,1,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.0,1,True
10,4,33000000,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4.0,1,False
1,1,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,False
3,1,20000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,False
2,3,30926154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,False
0,1,2000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,False
2,2,19000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.5,1,False
2,3,33000000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4.0,1,False
1,3,15650000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3333,1,True
8,3,17400000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.3333,1,True
5,1,154000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,False
4,1,35000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,False
5,4,7516703,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,False
1,1,48000000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,1,False
2,2,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,False
5,1,750000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,1,True
10,1,17000000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,True
4,3,4087500,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,False
3,1,1000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,False
13,5,23500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.75,1,True
2,1,990000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,False
13,1,1000000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,1,True
15,4,41000000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.75,1,True
3,1,7000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,False
5,2,5700000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,True
3,1,10500000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,True
2,2,23000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,1,False
13,3,14000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.0,1,True
4,2,7500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,1,True
12,1,1420000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.0,1,True
1,2,9000000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,1,False
3,1,500000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,False
4,2,70000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,True
3,2,850000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,False
9,1,15000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,True
12,2,3150000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.5,1,True
6,1,5500000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0,1,False
8,1,10571182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,True
13,1,500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,False
12,2,3529175,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,False
15,4,23400000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.25,1,True
15,1,8800000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,1,True
2,1,1500000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,1,False
3,3,8800000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,0,True
3,2,7100000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,True
8,3,3500000,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1.6667,1,True
6,1,3000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,True
5,2,11000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,False
4,3,26200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.5,1,True
6,2,29000000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,True
2,1,10000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,False
3,1,500000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,False
3,3,11500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.5,1,True
8,5,5350000,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,True
8,2,2535000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,True
4,3,19000000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,5.3333,1,True
4,3,475000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,True
16,2,36000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,1,True
4,1,12000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,1,True
8,1,1750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,True
3,1,130000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,True
4,3,13222860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,1,False
10,2,2192000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,0,False
4,1,2000000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,True
11,2,9400000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,True
2,4,13045000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,True
8,4,10000000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.25,1,True
7,1,6000000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1,True
3,2,2100000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,False
3,2,3250000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,True
10,2,24500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,True
4,2,72000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,False
3,1,10360000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,False
12,3,1310000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,1,True
1,1,150000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,False
2,1,250000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,False
6,3,1830000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,0,True
10,2,9800000,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1,True
15,1,2300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,True
3,2,1310000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,False
4,2,4500000,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5.5,1,False
5,3,22000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,True
4,3,19000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,True
3,1,30000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,True
6,2,2250000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,1,True
6,1,5500000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,False
3,1,6000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,True
2,2,30150000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.5,1,False
1,2,12000000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,0,False
6,2,3500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,True
5,1,4000000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,True
9,2,4000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,False
11,2,25000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,1,True
5,3,1420698,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,True
5,2,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,True
5,2,300000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0,1,False
4,3,1400000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,True
4,2,6500000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1,True
8,1,5000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,True
6,2,9600000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,True
14,3,28000000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,True
10,2,30000000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,True
10,2,3500000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,0,True
7,1,16700000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0,False
0,1,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,1,False
6,1,15000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.0,1,True
2,2,12000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4.0,1,False
1,1,15000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,False
11,1,200000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,True
0,1,15000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,False
4,2,1400000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,True
5,4,11400000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1,False
14,4,34250000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1,True
4,4,3800000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.75,1,True
3,2,10100000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1,True
0,1,4000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,1,False
11,1,3011408,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,True
2,1,8000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,False
15,2,12700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,1,True
5,1,300000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,False
13,1,1000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0,1,True
2,1,125000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,False
2,2,700000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0,False
6,2,532000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,True
8,2,8500000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,True
2,1,9400000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1,True
3,2,350000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,False
16,2,12300000,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.5,1,True
6,5,25413298,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.0,1,True
5,2,1015000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,1,False
4,5,10000003,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.5,1,True
3,2,1750000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,True
4,1,100000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1,True
1,1,12000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,True
16,2,11450000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8.5,1,True
7,1,50000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0,False
4,1,20000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,1,False
16,2,42500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.5,1,True
7,3,22487000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2.3333,1,True
3,1,7800000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,True
5,1,4000000,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,False
5,3,25500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.6667,1,True
18,6,35200000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,True
2,2,10000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.5,1,False
11,3,22100000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.6667,1,True
4,5,33000000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2.0,1,True
9,1,15000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1,True
6,3,13000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,True
5,2,12800000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,True
6,2,626096,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1,False
12,4,20350000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3.75,1,True
1,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,1,False
5,1,425000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,True
5,3,37891054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,True
9,5,40000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4.0,1,True
10,3,5550000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,True
3,1,770000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,1,True
0,4,19550000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0,1,False
6,2,4000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,True
14,4,42000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.3333,1,True
0,1,1900000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,False
1,1,1310000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,False
3,1,3000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,True
9,4,36000000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3.0,1,True
3,1,3000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,True
1,1,1300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,1,False
1,1,50000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,False
15,1,6500000,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,1,True
5,2,4600000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9.0,1,True
5,3,21900000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,True
6,1,240000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,1,True
17,4,34700000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.25,1,True
4,4,33000000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5.3333,1,True
3,2,1800000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5.0,1,False
14,3,27300000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3.0,1,True
6,2,6760000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,1,False
1,1,27500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,True
4,1,9000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,1,False
3,1,954000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,False
17,4,23100000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.0,1,True
9,2,5686383,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,True
4,6,49008830,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1,False
10,3,32200000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4.0,1,True
3,1,2000000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,False
5,1,2700000,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,True
6,1,2000000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,False
16,3,18000000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,True
9,1,1100000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,True
5,1,44000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,1,False
12,2,15500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,True
4,1,20000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,True
